                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    121,                0.80573,                0.61904,                 1.1699,                 0.6477,                0.55146,                0.59782,                0.42039,                 1.2714,                 1.2753,                 1.6372,             0.00058017,             0.00058017,             0.00058017
                    122,                0.79046,                0.60701,                 1.1615,                0.68636,                0.52153,                0.57846,                0.40273,                  1.297,                 1.3255,                  1.678,              0.0005731,              0.0005731,              0.0005731
                    123,                0.77515,                0.59845,                 1.1522,                0.62721,                0.55901,                 0.5844,                0.40985,                 1.2983,                 1.3071,                 1.6723,             0.00056603,             0.00056603,             0.00056603
                    124,                0.77634,                0.59086,                 1.1539,                0.67496,                0.55601,                0.60559,                0.42259,                 1.2756,                 1.2143,                 1.6367,             0.00055895,             0.00055895,             0.00055895
                    125,                0.77056,                0.58714,                 1.1495,                0.64894,                0.56625,                0.60379,                 0.4288,                 1.2516,                 1.2249,                 1.6203,             0.00055188,             0.00055188,             0.00055188
                    126,                0.77057,                0.59666,                 1.1497,                0.69415,                0.55895,                 0.6145,                0.43172,                 1.2648,                 1.2075,                 1.6321,             0.00054481,             0.00054481,             0.00054481
                    127,                0.75526,                0.57497,                 1.1415,                0.70008,                  0.527,                0.59421,                0.41464,                 1.2943,                 1.2781,                 1.6454,             0.00053773,             0.00053773,             0.00053773
                    128,                0.75671,                0.57399,                 1.1278,                0.64896,                0.55715,                0.60478,                0.41859,                 1.2798,                 1.2595,                  1.653,             0.00053066,             0.00053066,             0.00053066
                    129,                 0.7676,                0.57925,                 1.1391,                 0.6707,                0.54606,                0.60088,                0.42046,                 1.3023,                 1.2508,                 1.6667,             0.00052359,             0.00052359,             0.00052359
                    130,                0.76754,                0.58539,                 1.1418,                 0.6954,                0.53825,                0.60464,                0.42597,                 1.2727,                  1.225,                 1.6335,             0.00051651,             0.00051651,             0.00051651
                    131,                0.74951,                0.56988,                 1.1253,                0.62408,                0.55918,                0.60018,                0.42204,                 1.2886,                 1.2771,                 1.6534,             0.00050944,             0.00050944,             0.00050944
                    132,                0.74109,                0.56597,                 1.1345,                0.65617,                0.56189,                0.60568,                0.42803,                 1.2941,                 1.2601,                 1.6509,             0.00050236,             0.00050236,             0.00050236
                    133,                0.73332,                 0.5545,                 1.1204,                0.69332,                0.55178,                0.61542,                0.43249,                  1.276,                  1.254,                 1.6296,             0.00049529,             0.00049529,             0.00049529
                    134,                0.73781,                0.55653,                 1.1194,                0.65347,                0.56495,                0.60543,                0.41986,                 1.2944,                 1.2862,                 1.6525,             0.00048822,             0.00048822,             0.00048822
                    135,                0.73179,                0.55631,                 1.1203,                 0.6837,                 0.5319,                0.59926,                0.42676,                 1.2819,                 1.2977,                 1.6477,             0.00048114,             0.00048114,             0.00048114
                    136,                0.73743,                0.56267,                 1.1247,                0.62723,                0.56649,                0.59953,                0.43288,                 1.2704,                 1.2981,                 1.6259,             0.00047407,             0.00047407,             0.00047407
